OBJECTID;IN_FID;NEAR_FID;NEAR_DIST;NEAR_RANK;FROM_X;FROM_Y;NEAR_X;NEAR_Y
;2945;3026;0,076388888771180;1;-485234,688336690250000;-1116211,873884412900000;-485234,734170023580000;-1116211,812773302000000
;2946;3027;0,037543312549112;1;-485234,255765316480000;-1116212,072415021200000;-485234,248846514440000;-1116212,035514743500000
;2947;3028;0,049379487406969;1;-485234,101356853850000;-1116212,029493033700000;-485234,075607919660000;-1116211,987358414100000
;2948;3029;0,067571588878461;1;-485233,780053157300000;-1116212,490425258200000;-485233,771671933180000;-1116212,423375465400000
;2949;3030;0,095637595711350;1;-485233,107977347560000;-1116212,942074135200000;-485233,135924425790000;-1116212,850610970300000
;2950;3031;0,172813402088804;1;-485232,782718619970000;-1116212,457262282000000;-485232,757344648650000;-1116212,286321843500000
;2951;3032;0,198066777483664;1;-485232,552977385230000;-1116212,354613488100000;-485232,489940954080000;-1116212,166845395200000
;2952;3033;0,078510969598951;1;-485230,120383042320000;-1116209,051116879100000;-485230,198776414440000;-1116209,055412406300000
;2953;3034;0,065789288782980;1;-485229,970394142440000;-1116209,000000000000000;-485230,036183431220000;-1116209,000000000000000
;2954;3035;0,030957212704170;1;-485229,416161743340000;-1116208,711164113600000;-485229,435376976500000;-1116208,686892240300000
;2955;3036;0,069676649925114;1;-485228,549318314530000;-1116207,765305566400000;-485228,614157032570000;-1116207,790815881700000
;2956;3037;0,067277466703000;1;-485228,518108440390000;-1116207,224382096900000;-485228,579946189590000;-1116207,197880204500000
;2957;3038;0,033162059487037;1;-485228,029236452010000;-1116207,191527096100000;-485228,044066975820000;-1116207,161866048400000
;2958;3039;0,052171073395257;1;-485227,343545796180000;-1116206,857549008900000;-485227,394276285490000;-1116206,845373691500000
;2959;3040;0,074835091187777;1;-485227,223470689960000;-1116206,263490037800000;-485227,263938333610000;-1116206,200540369800000
;2960;3041;0,084578120717766;1;-485226,418729070340000;-1116206,067533679500000;-485226,390415271340000;-1116205,987835578600000
;2961;3042;0,053596067558678;1;-485225,549210793460000;-1116205,526993785100000;-485225,568936743080000;-1116205,477159807000000
;2962;3043;0,069457256204974;1;-485224,651449067810000;-1116204,547781481200000;-485224,720775179680000;-1116204,552047703400000
;2963;3044;0,030838883831166;1;-485224,082236396320000;-1116204,223684805000000;-485224,100739726620000;-1116204,199013697900000
;2964;3045;0,059878281401373;1;-485223,312498588290000;-1116203,986842402500000;-485223,371092467690000;-1116203,974506849000000
